method,time,memory,ram
load_dataset,6.889412879943848,817152000,0
get_columns,0.826195478439331,259268608,0
get_columns,0.7707312107086182,715689984,0
locate_null_values,1.4693725109100342,787562496,0
sort,0.3479146957397461,95252480,0
query,0.3106205463409424,18837504,0
join,5.743801593780518,6091415552,0
delete_columns,0.9053568840026855,12488704,0
rename_columns,0.7914435863494873,0,0
delete_columns,0.6198945045471191,0,0
calc_column,0.7639279365539551,2069254144,0
calc_column,0.6010119915008545,27967488,0
calc_column,0.5981781482696533,152408064,0
calc_column,0.5533642768859863,45154304,0
rename_columns,0.517972469329834,69685248,0
cast_columns_types,0.5788896083831787,54374400,0
delete_columns,0.594691276550293,190771200,0
calc_column,0.5845131874084473,23330816,0
groupby,0.9446725845336914,52019200,0
groupby,0.8607144355773926,123518976,0
drop_duplicates,27.717917919158936,20270485504,0
fill_nan,9.689522504806519,1752956928,0
replace,10.246442556381226,0,0
replace,10.002525329589844,0,0
