method,time,memory,ram
load_dataset,174.24358892440796,0,0
get_columns,0.0022535324096679688,1556480,0
locate_null_values,0.009260177612304688,7786496,0
sort,0.8612525463104248,145154048,0
query,0.8351190090179443,0,0
join,1.1380443572998047,0,0
delete_columns,0.7010908126831055,0,0
rename_columns,0.635136604309082,0,0
delete_columns,0.7192957401275635,0,0
calc_column,14.65213942527771,12580364288,0
calc_column,28.739588022232056,1795104768,0
calc_column,44.10528230667114,0,0
calc_column,60.585679054260254,1100742656,0
rename_columns,58.723260164260864,0,0
cast_columns_types,53.79133343696594,0,0
calc_column,62.100141286849976,3005952000,0
groupby,68.96321153640747,7543001088,0
groupby,68.11471176147461,9505247232,0
drop_duplicates,66.833012342453,646467584,0
fill_nan,63.14195013046265,0,0
replace,55.42082643508911,0,0
replace,60.71229553222656,0,0
