method,time,memory,ram
load_dataset,59.14081692695618,13620092928,0
get_columns,0.0006489753723144531,0,0
locate_null_values,0.002193450927734375,516096,0
sort,0.6087400913238525,24784896,0
query,0.5369164943695068,91844608,0
join,0.9914689064025879,2945064960,0
delete_columns,0.6602189540863037,1702854656,0
rename_columns,0.6239352226257324,0,0
delete_columns,0.60471510887146,562831360,0
calc_column,12.244876861572266,0,0
calc_column,22.066627979278564,0,0
calc_column,32.64011287689209,0,0
calc_column,43.86967206001282,0,0
rename_columns,44.02877426147461,0,0
cast_columns_types,43.53280520439148,367398912,0
calc_column,50.30154824256897,0,0
groupby,48.95707082748413,0,0
groupby,50.66488289833069,0,0
drop_duplicates,50.50281524658203,0,0
fill_nan,50.893513917922974,0,0
replace,54.97029733657837,0,0
replace,58.303136587142944,0,0
