method,time,memory,ram
load_dataset,37.898165702819824,12273184768,0
get_columns,0.0004334449768066406,0,0
locate_null_values,0.0014271736145019531,0,0
sort,0.564131498336792,0,0
query,0.5567903518676758,5599232,0
join,0.9745433330535889,3420069888,0
delete_columns,0.5926063060760498,0,0
rename_columns,0.6096029281616211,0,0
delete_columns,0.5988340377807617,0,0
calc_column,12.26883053779602,36962304,0
calc_column,22.999545335769653,0,0
calc_column,32.660292863845825,0,0
calc_column,44.37810921669006,89055232,0
rename_columns,45.22298836708069,1987018752,0
cast_columns_types,44.2342643737793,0,0
calc_column,50.938347816467285,2109685760,0
groupby,50.465468406677246,0,0
groupby,54.51542949676514,15941656576,0
drop_duplicates,66.87492036819458,0,0
fill_nan,65.70788431167603,30036312064,0
replace,68.72724556922913,0,0
replace,72.88513255119324,0,0
