method,time,memory,ram
load_dataset,45.78126120567322,13655359488,0
get_columns,0.0007791519165039062,32768,0
locate_null_values,0.0017421245574951172,0,0
sort,0.5686564445495605,0,0
query,0.8254382610321045,0,0
join,1.1576039791107178,2888556544,0
delete_columns,0.7493917942047119,0,0
rename_columns,0.6310012340545654,0,0
delete_columns,0.5331552028656006,0,0
calc_column,14.24820351600647,911568896,0
calc_column,27.98881697654724,834510848,0
calc_column,41.33983659744263,0,0
calc_column,52.61923098564148,56000512,0
rename_columns,55.65787482261658,5259423744,0
cast_columns_types,67.56669306755066,35910942720,0
calc_column,76.39472961425781,0,0
groupby,67.21065640449524,0,0
groupby,60.95964431762695,59146240,0
drop_duplicates,51.53644418716431,0,0
fill_nan,51.60997486114502,0,0
replace,69.85880041122437,10663882752,0
replace,70.92224860191345,0,0
to_csv,136.03376698493958,0,0
