method,time,memory,ram
load_dataset,59.85434818267822,2836008960,0
get_columns,0.0004715919494628906,0,0
get_columns,0.00044727325439453125,0,0
locate_null_values,0.003823518753051758,0,0
sort,13.368356227874756,120614912,0
query,0.04770851135253906,32768,0
join,0.3896675109863281,91799552,0
delete_columns,0.011119604110717773,0,0
rename_columns,0.0008065700531005859,0,0
delete_columns,0.000537872314453125,0,0
calc_column,28.255403518676758,305483776,0
calc_column,26.26170587539673,0,0
calc_column,26.246270895004272,1646592,0
calc_column,26.157185077667236,0,0
rename_columns,0.001453399658203125,0,0
cast_columns_types,0.0004553794860839844,0,0
delete_columns,0.0033249855041503906,0,0
calc_column,20.030022144317627,0,0
groupby,1.2177844047546387,4874240,0
groupby,1.1785728931427002,0,0
drop_duplicates,459.2820212841034,20878925824,0
fill_nan,0.00445246696472168,540672,0
replace,0.19155502319335938,0,0
replace,0.19945740699768066,2818048,0
to_csv,27.720062732696533,96649216,0
