method,time,memory,ram
load_dataset,0.5334231853485107,101543936,0
get_columns,0.0005283355712890625,0,0
locate_null_values,0.13502120971679688,20287488,0
sort,0.053110361099243164,0,0
query,0.05878090858459473,11816960,0
join,0.05520510673522949,19324928,0
delete_columns,0.0254669189453125,12488704,0
rename_columns,0.08922266960144043,142004224,0
delete_columns,0.030514955520629883,0,0
calc_column,9.083538293838501,737280,0
calc_column,9.977330923080444,3174400,0
calc_column,9.848859786987305,138608640,0
calc_column,9.813432455062866,0,0
rename_columns,0.06195497512817383,27869184,0
cast_columns_types,0.4968852996826172,47136768,0
join,0.08478999137878418,111190016,0
delete_columns,0.03022909164428711,0,0
join,0.0772097110748291,0,0
join,0.09285807609558105,0,0
calc_column,5.427057266235352,0,0
groupby,0.19821405410766602,1961984,0
groupby,0.1937718391418457,0,0
drop_duplicates,0.23624110221862793,0,0
fill_nan,0.01494288444519043,0,0
replace,0.02299642562866211,0,0
replace,0.02088141441345215,0,0
to_csv,13.710091829299927,0,0
