method,time,memory,ram
load_dataset,0.5416581630706787,107421696,0
get_columns,0.0006015300750732422,0,0
locate_null_values,0.13233304023742676,12328960,0
sort,0.057759761810302734,0,0
query,0.05555391311645508,13193216,0
join,0.05670928955078125,23433216,0
delete_columns,0.028349876403808594,0,0
rename_columns,0.09019160270690918,176361472,0
delete_columns,0.02906513214111328,0,0
calc_column,9.161092758178711,135585792,0
calc_column,9.871036052703857,0,0
calc_column,9.873549461364746,2592768,0
calc_column,9.861725330352783,0,0
rename_columns,0.0687258243560791,31739904,0
cast_columns_types,0.5034875869750977,1449984,0
join,0.08269333839416504,21676032,0
delete_columns,0.029880762100219727,0,0
join,0.09754681587219238,68108288,0
join,0.09100198745727539,0,0
calc_column,5.380380153656006,3600384,0
groupby,0.19324326515197754,0,0
groupby,0.19340944290161133,249856,0
drop_duplicates,0.24251198768615723,0,0
fill_nan,0.014279365539550781,0,0
replace,0.020541667938232422,258048,0
replace,0.019778966903686523,0,0
to_csv,13.707083463668823,0,0
