method,time,memory,ram
load_dataset,0.5358760356903076,83660800,0
get_columns,0.0005326271057128906,0,0
locate_null_values,0.1278398036956787,20570112,0
sort,0.08735823631286621,0,0
query,0.05832028388977051,12345344,0
join,0.06000471115112305,19062784,0
delete_columns,0.02948451042175293,0,0
rename_columns,0.07732868194580078,25505792,0
delete_columns,0.031091928482055664,0,0
calc_column,9.167925119400024,0,0
calc_column,9.974645137786865,4775936,0
calc_column,10.001803636550903,0,0
calc_column,9.94755220413208,0,0
rename_columns,0.09666252136230469,38006784,0
cast_columns_types,0.5221004486083984,286720,0
join,0.0846095085144043,21385216,0
delete_columns,0.029291391372680664,0,0
join,0.09811854362487793,68108288,0
join,0.09115815162658691,0,0
calc_column,5.493484735488892,3211264,0
groupby,0.19468331336975098,0,0
groupby,0.19715523719787598,0,0
drop_duplicates,0.237471342086792,16662528,0
fill_nan,0.011983394622802734,1032192,0
replace,0.021327972412109375,1540096,0
replace,0.020850181579589844,26087424,0
to_csv,13.725090026855469,0,0
