method,time,memory,ram
load_dataset,21.135961294174194,1801723904,0
get_columns,0.7510626316070557,45461504,0
get_columns,0.4301917552947998,556396544,0
locate_null_values,1.3484852313995361,566878208,0
sort,0.35358524322509766,13635584,0
query,0.30222463607788086,9355264,0
join,7.541814565658569,3912204288,0
delete_columns,1.31388258934021,538611712,0
rename_columns,0.624547004699707,0,0
delete_columns,0.6290378570556641,546861056,0
calc_column,0.6091432571411133,5918720,0
calc_column,0.643761396408081,476966912,0
calc_column,0.6096603870391846,21155840,0
calc_column,0.5906217098236084,0,0
rename_columns,0.483767032623291,9658368,0
cast_columns_types,0.5442242622375488,12709888,0
delete_columns,0.5197188854217529,37695488,0
calc_column,0.5220086574554443,11145216,0
groupby,0.5689148902893066,41697280,0
groupby,0.5808641910552979,3289088,0
drop_duplicates,23.732114553451538,23858900992,0
fill_nan,10.313353538513184,973250560,0
replace,10.015325546264648,298913792,0
replace,10.467795848846436,295280640,0
to_csv,91.92206883430481,0,0
