method,time,memory,ram
load_dataset,6.729616641998291,712318976,0
get_columns,0.7550184726715088,50888704,0
get_columns,0.6711208820343018,1458176,0
locate_null_values,1.4308955669403076,41160704,0
sort,0.7036364078521729,9056256,0
query,0.6551113128662109,33255424,0
join,1.4712603092193604,55992320,0
delete_columns,1.0949018001556396,3702784,0
rename_columns,0.9123532772064209,9605120,0
delete_columns,1.166475534439087,32993280,0
calc_column,4.907951593399048,1272913920,0
calc_column,6.5734803676605225,1182797824,0
calc_column,10.38118028640747,154398720,0
calc_column,11.992313146591187,60252160,0
rename_columns,6.912429094314575,10530816,0
