method,time,memory,ram
load_dataset,6.880754470825195,1176719360,0
get_columns,0.7835803031921387,582631424,0
get_columns,0.590388298034668,0,0
locate_null_values,1.6459994316101074,522211328,0
sort,0.6068830490112305,75689984,0
query,0.5631272792816162,0,0
join,1.3927626609802246,99684352,0
delete_columns,1.1050279140472412,37871616,0
rename_columns,1.0822978019714355,43069440,0
delete_columns,1.2831025123596191,51224576,0
calc_column,5.564610481262207,1933246464,0
calc_column,6.624520301818848,1941225472,0
calc_column,8.472947359085083,1025609728,0
calc_column,11.582873106002808,367489024,0
rename_columns,6.508214235305786,187785216,0
cast_columns_types,6.003729343414307,150507520,0
join,7.692455768585205,789225472,0
delete_columns,6.318239212036133,403599360,0
join,6.942375183105469,913920000,0
join,8.07937479019165,273596416,0
calc_column,14.914132118225098,912568320,0
groupby,8.87152910232544,170045440,0
groupby,8.60816740989685,201650176,0
drop_duplicates,11.022697448730469,299921408,0
fill_nan,10.125617265701294,1605865472,0
replace,8.897666692733765,515833856,0
replace,9.75,0,0
to_csv,21.247889041900635,90259456,0
