method,time,memory,ram
load_dataset,4.412834405899048,2251948032,0
get_columns,0.00034928321838378906,258048,0
get_columns,0.0005960464477539062,0,0
locate_null_values,0.0037450790405273438,0,0
sort,10.129852056503296,1279520768,0
query,0.0353238582611084,3096576,0
join,0.7009012699127197,152858624,0
delete_columns,0.012366533279418945,0,0
rename_columns,0.0008056163787841797,2580480,0
delete_columns,0.0005691051483154297,1548288,0
calc_column,28.775546073913574,0,0
calc_column,26.400028705596924,0,0
calc_column,27.056114673614502,8697159680,0
calc_column,26.688297271728516,0,0
rename_columns,0.0009629726409912109,0,0
cast_columns_types,0.00044608116149902344,0,0
delete_columns,0.0047664642333984375,0,0
calc_column,20.137819528579712,1921130496,0
groupby,1.0709202289581299,162406400,0
groupby,1.0894124507904053,192704512,0
drop_duplicates,499.79531931877136,23328972800,0
fill_nan,0.004019498825073242,0,0
replace,0.12506604194641113,6701056,0
replace,0.03645896911621094,1564672,0
