method,time,memory,ram
load_dataset,5.832497835159302,442269696,0
get_columns,0.26894545555114746,94167040,0
get_columns,0.18158936500549316,29036544,0
locate_null_values,0.4214181900024414,199651328,0
sort,0.2033684253692627,0,0
query,0.2133488655090332,64651264,0
join,3.0986487865448,4690591744,0
delete_columns,0.5841984748840332,15626240,0
rename_columns,0.48265790939331055,8122368,0
delete_columns,0.34770631790161133,266240,0
calc_column,0.47843074798583984,58220544,0
calc_column,0.4271819591522217,20238336,0
calc_column,0.4615187644958496,9453568,0
calc_column,0.37588953971862793,11132928,0
rename_columns,0.34659528732299805,11276288,0
cast_columns_types,0.36108946800231934,3190784,0
join,2.876038074493408,1870839808,0
delete_columns,1.3115930557250977,202301440,0
join,2.108820915222168,46116864,0
join,1.8908367156982422,39264256,0
calc_column,1.4388258457183838,6586368,0
groupby,1.3961846828460693,12574720,0
groupby,1.3757431507110596,0,0
drop_duplicates,4.14209771156311,442224640,0
fill_nan,3.9477646350860596,66281472,0
replace,2.3817973136901855,0,0
replace,2.2393264770507812,17108992,0
to_csv,7.036851167678833,74125312,0
