method,time,memory,ram
load_dataset,5.771744966506958,467910656,0
get_columns,0.23887014389038086,80887808,0
get_columns,0.2525911331176758,155226112,0
locate_null_values,0.5000829696655273,144080896,0
sort,0.2115464210510254,15339520,0
query,0.18279242515563965,32886784,0
join,3.1216933727264404,4599283712,0
delete_columns,0.6487419605255127,20754432,0
rename_columns,0.40213632583618164,46186496,0
delete_columns,0.4106943607330322,6586368,0
calc_column,0.4834866523742676,47546368,0
calc_column,0.41017985343933105,0,0
calc_column,0.41721653938293457,5001216,0
calc_column,0.3527553081512451,40669184,0
rename_columns,0.3721659183502197,0,0
cast_columns_types,0.3716151714324951,15396864,0
join,2.77508544921875,1994592256,0
delete_columns,1.5621578693389893,187289600,0
join,2.219291925430298,60354560,0
join,1.9205985069274902,41734144,0
calc_column,1.5083446502685547,39854080,0
groupby,1.38035249710083,103989248,0
groupby,1.285571575164795,0,0
drop_duplicates,4.033798933029175,451518464,0
fill_nan,3.9211106300354004,51089408,0
replace,2.308349609375,0,0
replace,2.0744035243988037,20959232,0
to_csv,7.021337509155273,70234112,0
