method,time,memory,ram
load_dataset,5.891718626022339,1521446912,0
get_columns,0.28348374366760254,110727168,0
get_columns,0.20245814323425293,29204480,0
locate_null_values,0.462770938873291,70348800,0
sort,0.2611424922943115,316911616,0
query,0.18962764739990234,0,0
join,3.0844316482543945,4542132224,0
delete_columns,0.7601852416992188,227221504,0
rename_columns,0.4066145420074463,0,0
delete_columns,0.3693222999572754,0,0
calc_column,0.5834798812866211,6565888,0
calc_column,0.5118768215179443,21188608,0
calc_column,0.39260363578796387,5009408,0
calc_column,0.4394643306732178,6238208,0
rename_columns,0.3583710193634033,8364032,0
cast_columns_types,0.3251771926879883,19406848,0
join,2.5952959060668945,1852522496,0
delete_columns,1.230053424835205,161345536,0
join,2.1796040534973145,139603968,0
join,1.971888542175293,30765056,0
calc_column,1.6082608699798584,0,0
groupby,1.3760242462158203,7168000,0
groupby,1.1679127216339111,74731520,0
drop_duplicates,4.814013242721558,107872256,0
fill_nan,2.5182127952575684,56725504,0
replace,2.275177240371704,0,0
replace,2.0398168563842773,38924288,0
to_csv,7.117176294326782,157655040,0
