method,time,memory,ram
load_dataset,0.6636769771575928,245383168,0
get_columns,0.0005319118499755859,0,0
locate_null_values,0.0012121200561523438,0,0
sort,0.03066730499267578,54722560,0
query,0.01976776123046875,27848704,0
join,0.056163787841796875,78159872,0
delete_columns,0.0310513973236084,10063872,0
rename_columns,0.028742313385009766,30191616,0
delete_columns,0.03236985206604004,24989696,0
calc_column,1.9269356727600098,147030016,0
calc_column,3.6186137199401855,54140928,0
calc_column,5.045953750610352,6696960,0
calc_column,6.7676591873168945,12775424,0
rename_columns,6.483612775802612,51142656,0
cast_columns_types,6.50865364074707,29851648,0
join,12.84400725364685,351432704,0
join,13.59767746925354,104738816,0
join,13.461217641830444,0,0
calc_column,7.395034551620483,10407936,0
groupby,7.412129640579224,0,0
groupby,7.291987895965576,0,0
drop_duplicates,7.329443454742432,59748352,0
fill_nan,7.337210416793823,128921600,0
replace,7.838569641113281,0,0
replace,8.470636129379272,26742784,0
to_csv,17.353389263153076,16494592,0
