method,time,memory,ram
load_dataset,0.6647434234619141,96362496,0
get_columns,0.0003440380096435547,0,0
locate_null_values,0.0009264945983886719,0,0
sort,0.02998185157775879,57286656,0
query,0.022379159927368164,36126720,0
join,0.06308269500732422,87703552,0
delete_columns,0.03227353096008301,33546240,0
rename_columns,0.03439831733703613,6684672,0
delete_columns,0.034528255462646484,14053376,0
calc_column,1.9793074131011963,141574144,0
calc_column,3.747871160507202,53321728,0
calc_column,5.0895373821258545,33927168,0
calc_column,6.5684778690338135,123383808,0
rename_columns,6.5589048862457275,0,0
cast_columns_types,6.443349123001099,71884800,0
join,12.792529106140137,293703680,0
join,12.869234085083008,55865344,0
join,12.716097354888916,241254400,0
calc_column,7.365196704864502,30031872,0
groupby,7.327525615692139,9396224,0
groupby,7.348466873168945,62070784,0
drop_duplicates,7.502467393875122,32137216,0
fill_nan,7.395540475845337,163262464,0
replace,7.887460470199585,0,0
replace,8.465634107589722,36081664,0
to_csv,17.372918844223022,5435392,0
