method,time,memory,ram
load_dataset,1.4278273582458496,131473408,0
get_columns,0.0016562938690185547,0,0
get_columns,0.0020494461059570312,0,0
locate_null_values,0.8651771545410156,136196096,0
sort,1.6115667819976807,19369984,0
query,0.38697028160095215,33349632,0
join,0.6590614318847656,0,0
delete_columns,0.004909038543701172,0,0
rename_columns,0.00693964958190918,0,0
delete_columns,0.00611114501953125,0,0
calc_column,3.387444257736206,55783424,0
calc_column,3.212179660797119,15360000,0
calc_column,3.4395384788513184,13631488,0
calc_column,3.2811338901519775,233472,0
rename_columns,0.007117509841918945,0,0
cast_columns_types,0.9029746055603027,148553728,0
join,0.6137797832489014,0,0
delete_columns,0.012900829315185547,0,0
join,0.6838645935058594,0,0
join,0.3015315532684326,8581120,0
calc_column,1.9175612926483154,73740288,0
groupby,0.6954426765441895,339968,0
groupby,0.6619055271148682,0,0
drop_duplicates,2.7236711978912354,51597312,0
fill_nan,5.608890771865845,41496576,0
replace,0.6072297096252441,0,0
replace,0.6293025016784668,25997312,0
to_csv,17.85981774330139,100900864,0
