method,time,memory,ram
load_dataset,1.3450043201446533,127848448,0
get_columns,0.0003762245178222656,0,0
get_columns,0.0012524127960205078,0,0
locate_null_values,0.8937389850616455,117215232,0
sort,1.5821654796600342,27967488,0
query,0.4077742099761963,7561216,0
join,0.4137434959411621,18571264,0
delete_columns,0.006592273712158203,0,0
rename_columns,0.013519525527954102,507904,0
delete_columns,0.015935897827148438,0,0
calc_column,3.490175724029541,166117376,0
calc_column,2.789977788925171,44089344,0
calc_column,3.3009960651397705,28917760,0
calc_column,4.186068296432495,24268800,0
rename_columns,0.010226964950561523,282624,0
cast_columns_types,0.7736713886260986,7151616,0
join,0.38456106185913086,0,0
delete_columns,0.00905919075012207,0,0
join,0.5125741958618164,0,0
join,0.3031344413757324,3162112,0
calc_column,1.8959901332855225,65429504,0
groupby,0.5959572792053223,4313088,0
groupby,0.6168854236602783,5390336,0
drop_duplicates,2.6517229080200195,56057856,0
fill_nan,4.719557285308838,39919616,0
replace,0.8290743827819824,0,0
replace,0.6054649353027344,0,0
to_csv,17.411023378372192,148955136,0
