method,time,memory,ram
load_dataset,1.3125109672546387,104931328,0
get_columns,0.0005755424499511719,0,0
get_columns,0.0006923675537109375,0,0
locate_null_values,0.8650238513946533,141725696,0
sort,1.5890426635742188,24846336,0
query,0.3527402877807617,6631424,0
join,0.4626593589782715,36212736,0
delete_columns,0.021034955978393555,0,0
rename_columns,0.009302616119384766,0,0
delete_columns,0.023811817169189453,0,0
calc_column,4.421888828277588,149389312,0
calc_column,3.0977206230163574,0,0
calc_column,3.883801221847534,69398528,0
calc_column,3.605397939682007,13619200,0
rename_columns,0.006863832473754883,0,0
cast_columns_types,0.8569915294647217,30441472,0
join,0.3682737350463867,0,0
delete_columns,0.007181882858276367,0,0
join,0.5331175327301025,0,0
join,0.28687381744384766,0,0
calc_column,2.202650308609009,83841024,0
groupby,0.610492467880249,327680,0
groupby,0.6396770477294922,446464,0
drop_duplicates,2.632441759109497,40710144,0
fill_nan,5.132882118225098,0,0
replace,0.6389069557189941,9084928,0
replace,0.5921025276184082,0,0
to_csv,17.480754375457764,217858048,0
