method,time,memory,ram
load_dataset,1.347639799118042,118231040,0
get_columns,0.0005791187286376953,0,0
get_columns,0.0007185935974121094,0,0
locate_null_values,0.8635306358337402,139952128,0
sort,1.615556001663208,37376000,0
query,0.39135003089904785,140091392,0
join,0.4108588695526123,19849216,0
delete_columns,0.02250981330871582,274432,0
rename_columns,0.0164029598236084,0,0
delete_columns,0.02066493034362793,0,0
calc_column,4.981037139892578,154726400,0
calc_column,3.8551042079925537,11251712,0
calc_column,4.035874605178833,7196672,0
calc_column,4.089430809020996,0,0
rename_columns,0.009929656982421875,0,0
cast_columns_types,0.9121391773223877,5427200,0
join,0.4264240264892578,1933312,0
delete_columns,0.01720714569091797,0,0
join,0.537092924118042,0,0
join,0.30720019340515137,0,0
calc_column,2.2600221633911133,60645376,0
groupby,0.6044118404388428,0,0
groupby,0.6137628555297852,3661824,0
drop_duplicates,2.8147804737091064,23863296,0
fill_nan,5.220095634460449,13234176,0
replace,0.5738656520843506,8327168,0
replace,0.601008415222168,1572864,0
to_csv,17.396048545837402,114532352,0
