method,time,memory,ram
load_dataset,1.3000245094299316,121749504,0
get_columns,0.0006024837493896484,0,0
get_columns,0.0016889572143554688,0,0
locate_null_values,0.8485376834869385,134520832,0
sort,1.5704705715179443,34451456,0
query,0.3480374813079834,100462592,0
join,0.39994025230407715,17924096,0
delete_columns,0.0122833251953125,0,0
rename_columns,0.023956298828125,0,0
delete_columns,0.011927366256713867,2322432,0
calc_column,3.7041382789611816,129536000,0
calc_column,3.3086209297180176,13373440,0
calc_column,3.4343185424804688,9039872,0
calc_column,3.1368508338928223,17231872,0
rename_columns,0.006864309310913086,0,0
cast_columns_types,0.8940069675445557,5386240,0
join,0.3933260440826416,0,0
delete_columns,0.0292510986328125,0,0
join,0.32524609565734863,0,0
join,0.2773458957672119,0,0
calc_column,2.1238114833831787,71065600,0
groupby,0.6024527549743652,105639936,0
groupby,0.6352107524871826,0,0
drop_duplicates,2.82869815826416,145653760,0
fill_nan,4.977304458618164,25083904,0
replace,0.5774669647216797,6205440,0
replace,0.5994911193847656,0,0
to_csv,17.344298124313354,136916992,0
