method,time,memory,ram
load_dataset,55.45394015312195,16387739648,0
get_columns,0.0006213188171386719,0,0
locate_null_values,5.434962511062622,1194450944,0
sort,6.084878206253052,2166149120,0
query,0.46585726737976074,251756544,0
join,2.4258768558502197,727969792,0
delete_columns,2.260575532913208,0,0
rename_columns,4.648611068725586,1857835008,0
delete_columns,1.7226812839508057,1094803456,0
calc_column,93.36196804046631,0,0
calc_column,77.01757955551147,0,0
calc_column,78.33314609527588,0,0
calc_column,78.5235047340393,19126452224,0
rename_columns,4.08985710144043,0,0
cast_columns_types,2.2477850914001465,909393920,0
delete_columns,1.5582451820373535,271429632,0
calc_column,43.69285750389099,0,0
groupby,0.2773714065551758,0,0
groupby,0.27071166038513184,0,0
drop_duplicates,15.011202573776245,0,0
fill_nan,0.01573467254638672,5701632,0
replace,0.1497950553894043,320495616,0
replace,0.16073369979858398,0,0
