method,time,memory,ram
load_dataset,49.258830308914185,18145030144,0
get_columns,0.00041294097900390625,0,0
locate_null_values,9.293601036071777,5573124096,0
sort,7.3226025104522705,2314518528,0
query,0.4129912853240967,291856384,0
join,4.247904539108276,1329332224,0
delete_columns,3.8469526767730713,1104912384,0
rename_columns,6.87241530418396,3304120320,0
delete_columns,3.4511852264404297,1039667200,0
calc_column,73.53709101676941,9752670208,0
calc_column,77.73315072059631,718028800,0
calc_column,78.08876633644104,0,0
calc_column,78.19811511039734,1296965632,0
rename_columns,6.325545072555542,0,0
cast_columns_types,2.136761426925659,22654976,0
delete_columns,3.159788131713867,0,0
calc_column,44.680487632751465,0,0
groupby,0.27973437309265137,16736256,0
groupby,0.27695631980895996,46043136,0
drop_duplicates,23.689430475234985,180363264,0
fill_nan,0.015764713287353516,0,0
replace,0.16405463218688965,0,0
replace,0.164717435836792,6090752,0
