method,time,memory,ram
load_dataset,128.08869433403015,8667107328,0
get_columns,0.000568389892578125,0,0
locate_null_values,28.050347328186035,4460617728,0
sort,15.166542768478394,0,0
query,0.9103548526763916,170598400,0
join,9.058518409729004,798576640,0
delete_columns,5.8663170337677,821239808,0
rename_columns,9.11308217048645,1073020928,0
delete_columns,3.4582924842834473,593887232,0
calc_column,145.04695963859558,0,0
calc_column,96.92502641677856,6992769024,0
calc_column,109.14186215400696,0,0
calc_column,101.13864779472351,1470451712,0
rename_columns,8.149338722229004,0,0
cast_columns_types,2.1644670963287354,368443392,0
delete_columns,3.512190580368042,483790848,0
calc_column,57.6469829082489,658444288,0
groupby,0.5316364765167236,0,0
groupby,0.4728240966796875,46178304,0
drop_duplicates,26.908698320388794,6577242112,0
fill_nan,0.01839590072631836,5566464,0
replace,0.23348379135131836,0,0
replace,0.23193931579589844,4063232,0
