method,time,memory,ram
load_dataset,0.4194517135620117,71143424,0
get_columns,0.00030112266540527344,0,0
get_columns,0.0009400844573974609,0,0
locate_null_values,0.0037822723388671875,0,0
sort,0.18728923797607422,7208960,0
query,0.008304834365844727,32768,0
join,0.02615189552307129,1740800,0
delete_columns,0.000347137451171875,0,0
rename_columns,0.00036716461181640625,1032192,0
delete_columns,0.0003330707550048828,516096,0
calc_column,3.1957552433013916,0,0
calc_column,3.164851427078247,16625664,0
calc_column,3.161372661590576,3764224,0
calc_column,3.160782814025879,70823936,0
rename_columns,0.0006327629089355469,1032192,0
cast_columns_types,0.0006799697875976562,516096,0
join,0.01863551139831543,0,0
delete_columns,0.0003638267517089844,0,0
join,0.048577070236206055,0,0
join,0.04375886917114258,0,0
calc_column,2.1679184436798096,5337088,0
groupby,2.4471867084503174,0,0
groupby,2.4078335762023926,2400256,0
drop_duplicates,7.688070297241211,336183296,0
fill_nan,0.018763303756713867,81027072,0
replace,0.030788183212280273,1646592,0
replace,0.02606201171875,0,0
to_csv,0.6666796207427979,0,0
