method,time,memory,ram
load_dataset,0.24410200119018555,0,0
get_columns,0.0002903938293457031,0,0
get_columns,0.00042176246643066406,0,0
locate_null_values,0.003165721893310547,0,0
sort,0.1591198444366455,0,0
query,0.008087158203125,0,0
join,0.02599191665649414,0,0
delete_columns,0.0003452301025390625,0,0
rename_columns,0.0003616809844970703,0,0
delete_columns,0.0003249645233154297,0,0
calc_column,3.2108805179595947,62500864,0
calc_column,3.1847469806671143,50425856,0
calc_column,3.1728122234344482,0,0
calc_column,3.1831741333007812,4083712,0
rename_columns,0.0006020069122314453,0,0
cast_columns_types,0.0004723072052001953,0,0
join,0.017945289611816406,237568,0
delete_columns,0.00036263465881347656,0,0
join,0.05143570899963379,0,0
join,0.041391611099243164,0,0
calc_column,2.1535539627075195,5357568,0
groupby,2.353847026824951,2052096,0
groupby,2.348912000656128,0,0
drop_duplicates,7.837581396102905,296472576,0
fill_nan,0.01902604103088379,0,0
replace,0.025539875030517578,0,0
replace,0.02559685707092285,0,0
to_csv,0.6599423885345459,0,0
