method,time,memory,ram
load_dataset,0.31295251846313477,0,0
get_columns,0.0005605220794677734,0,0
get_columns,0.0006749629974365234,0,0
locate_null_values,0.003444194793701172,0,0
sort,0.14839506149291992,0,0
query,0.009157180786132812,0,0
join,0.02656841278076172,0,0
delete_columns,0.0005102157592773438,0,0
rename_columns,0.0006892681121826172,0,0
delete_columns,0.0006070137023925781,0,0
calc_column,3.2621798515319824,51539968,0
calc_column,3.1870744228363037,23154688,0
calc_column,3.1561334133148193,4456448,0
calc_column,3.1748929023742676,0,0
rename_columns,0.0007159709930419922,0,0
cast_columns_types,0.0004489421844482422,0,0
join,0.016498804092407227,0,0
delete_columns,0.0003383159637451172,0,0
join,0.04921150207519531,176128,0
join,0.039038896560668945,0,0
calc_column,2.1465110778808594,5074944,0
groupby,2.400984287261963,0,0
groupby,2.302949905395508,0,0
drop_duplicates,7.613821506500244,280395776,0
fill_nan,0.02007269859313965,0,0
replace,0.026045560836791992,258048,0
replace,0.02427816390991211,0,0
to_csv,0.7741601467132568,4263936,0
