method,time,memory,ram
load_dataset,8.75554871559143,187006976,0
get_columns,0.0008404254913330078,0,0
get_columns,0.002050638198852539,0,0
locate_null_values,0.1807572841644287,63266816,0
sort,0.18025565147399902,35016704,0
query,0.5829684734344482,114397184,0
join,0.0553135871887207,12058624,0
delete_columns,0.00814199447631836,0,0
rename_columns,0.006494998931884766,229376,0
delete_columns,0.011113643646240234,249856,0
calc_column,1.6691234111785889,277753856,0
calc_column,0.3426814079284668,52076544,0
calc_column,0.3451046943664551,3239936,0
calc_column,0.3445868492126465,18481152,0
rename_columns,0.00527501106262207,8192,0
cast_columns_types,0.021590709686279297,11403264,0
join,0.0330660343170166,0,0
delete_columns,0.005397319793701172,0,0
join,0.034914255142211914,2584576,0
join,0.020029067993164062,0,0
calc_column,0.33012890815734863,0,0
groupby,1.3796892166137695,24027136,0
groupby,0.06873726844787598,0,0
drop_duplicates,0.021630048751831055,0,0
fill_nan,0.014554738998413086,0,0
replace,0.01540231704711914,229376,0
replace,0.008494138717651367,0,0
to_csv,0.6004636287689209,42434560,0
