method,time,memory,ram
load_dataset,8.431917190551758,1917071360,0
get_columns,0.0010173320770263672,516096,0
get_columns,0.001428842544555664,16384,0
locate_null_values,0.062071800231933594,33906688,0
sort,0.1023108959197998,191258624,0
query,0.5279946327209473,0,0
join,0.020023584365844727,0,0
delete_columns,0.004082441329956055,0,0
rename_columns,0.0048770904541015625,0,0
delete_columns,0.005122184753417969,0,0
calc_column,1.0505845546722412,9461760,0
calc_column,0.3465893268585205,9310208,0
calc_column,0.3497140407562256,223289344,0
calc_column,0.3540980815887451,30453760,0
rename_columns,0.0055005550384521484,0,0
cast_columns_types,0.0050122737884521484,3256320,0
join,0.018002033233642578,22671360,0
delete_columns,0.00416874885559082,5623808,0
join,0.021118640899658203,27271168,0
join,0.019814729690551758,11030528,0
calc_column,0.32925868034362793,82153472,0
groupby,0.12497782707214355,116666368,0
groupby,0.06248760223388672,41504768,0
drop_duplicates,0.022954225540161133,34865152,0
fill_nan,0.004788398742675781,14966784,0
replace,0.012639999389648438,39223296,0
replace,0.010606527328491211,15499264,0
to_csv,0.41436028480529785,0,0
