method,time,memory,ram
load_dataset,13.188602685928345,0,0
get_columns,0.0018494129180908203,0,0
get_columns,0.001821756362915039,0,0
locate_null_values,0.4532933235168457,0,0
sort,0.37244081497192383,40845312,0
query,2.131260871887207,150245376,0
join,0.5570385456085205,0,0
delete_columns,0.4894394874572754,13373440,0
rename_columns,0.46642208099365234,151736320,0
delete_columns,0.24914908409118652,0,0
calc_column,0.9060516357421875,196042752,0
calc_column,0.5354008674621582,0,0
calc_column,0.49248385429382324,19902464,0
calc_column,0.39572739601135254,4485120,0
rename_columns,0.13402652740478516,0,0
cast_columns_types,0.006334543228149414,0,0
delete_columns,0.12979483604431152,9814016,0
calc_column,0.3419041633605957,0,0
groupby,0.18832850456237793,167276544,0
groupby,0.10693478584289551,0,0
drop_duplicates,0.19074606895446777,15380480,0
fill_nan,0.019711017608642578,11862016,0
replace,0.012407779693603516,1548288,0
replace,0.010661602020263672,516096,0
