method,time,memory,ram
load_dataset,21.711028814315796,17811603456,0
get_columns,3.7971510887145996,133656576,0
get_columns,4.1140172481536865,39768064,0
locate_null_values,8.996320486068726,0,0
sort,4.854940414428711,623656960,0
query,3.733022928237915,563666944,0
join,7.79235577583313,188870656,0
delete_columns,7.603152513504028,0,0
rename_columns,4.861522674560547,0,0
delete_columns,7.775883913040161,0,0
calc_column,26.617252111434937,14046920704,0
calc_column,27.40793752670288,2385981440,0
calc_column,37.60167956352234,959373312,0
calc_column,45.709105491638184,280117248,0
rename_columns,30.952211380004883,4799741952,0
cast_columns_types,29.83879542350769,0,0
delete_columns,30.87073254585266,7973031936,0
calc_column,60.672470569610596,109391872,0
groupby,42.343074321746826,2242674688,0
groupby,43.253169775009155,0,0
drop_duplicates,55.523017168045044,6125039616,0
fill_nan,52.792521238327026,0,0
replace,54.5529990196228,5155356672,0
replace,51.79670834541321,18779627520,0
