method,time,memory,ram
load_dataset,22.910000324249268,6380572672,0
get_columns,0.0007810592651367188,0,0
get_columns,0.0010771751403808594,0,0
locate_null_values,2.623908519744873,1955835904,0
sort,3.7036678791046143,0,0
query,0.2832603454589844,206786560,0
join,0.523496150970459,568586240,0
delete_columns,0.01532435417175293,0,0
rename_columns,0.01665639877319336,0,0
delete_columns,0.012904167175292969,22708224,0
calc_column,39.748382329940796,986513408,0
calc_column,22.618293523788452,155705344,0
calc_column,9.832988977432251,0,0
calc_column,9.438197374343872,0,0
rename_columns,0.026003360748291016,4112384,0
cast_columns_types,0.9959566593170166,142278656,0
delete_columns,0.01417994499206543,1839104,0
calc_column,16.58720827102661,923553792,0
groupby,1.2143826484680176,0,0
groupby,1.3224127292633057,0,0
drop_duplicates,3.150550127029419,497348608,0
fill_nan,39.36493277549744,0,0
replace,0.5804955959320068,187408384,0
replace,0.533177375793457,126730240,0
