method,time,memory,ram
load_dataset,22.67900586128235,5665771520,0
get_columns,0.002511739730834961,0,0
get_columns,0.0013167858123779297,0,0
locate_null_values,5.733031272888184,462458880,0
sort,4.771082162857056,683167744,0
query,0.3798699378967285,14426112,0
join,3.506403684616089,2821906432,0
delete_columns,0.008033514022827148,46522368,0
rename_columns,0.01686882972717285,44437504,0
delete_columns,0.010979175567626953,53452800,0
calc_column,194.06211972236633,10998509568,0
calc_column,20.20362091064453,0,0
calc_column,12.78240704536438,0,0
calc_column,15.635469436645508,2581463040,0
rename_columns,0.02284717559814453,17723392,0
cast_columns_types,1.2315654754638672,0,0
delete_columns,0.08465409278869629,25735168,0
calc_column,11.627432584762573,0,0
groupby,1.293555498123169,159137792,0
groupby,3.343001127243042,53288960,0
drop_duplicates,23.74825644493103,8994971648,0
fill_nan,41.09960460662842,0,0
replace,0.5825986862182617,19304448,0
replace,0.5726356506347656,83963904,0
